CPF,Valor da DAS
,"8174,03"
,"10166,94"
,"5685,55"
,"2701,46"
,"2701,46"
,"11239,99"
,"13623,39"
,"10373,3"
,"2701,46"
,"5685,55"
,"10373,3"
,"3440,75"
,"2064,45"
,"5685,55"
,"10373,3"
,"1620,88"
,"3097,67"
,"5685,55"
,"6223,98"
,"3440,75"
,"5685,55"
,"10373,3"
,"3411,33"
,"1620,88"
,"2064,45"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"6223,98"
,"2064,45"
,"5685,55"
,"1620,88"
,"10166,94"
,"10373,3"
,"10373,3"
,"10373,3"
,"5685,55"
,"13623,39"
,"16944,9"
,"10373,3"
,"10373,3"
,"2064,45"
,"5685,55"
,"8174,03"
,"10373,3"
,"6223,98"
,"8174,03"
,"2701,46"
,"1620,88"
,"3691,99"
,"5685,55"
,"6223,98"
,"3440,75"
,"6223,98"
,"2881,71"
,"13623,39"
,"2064,45"
,"10373,3"
,"10373,3"
,"13623,39"
,"5685,55"
,"3411,33"
,"1620,88"
,"1620,88"
,"10373,3"
,"6223,98"
,"6223,98"
,"13623,39"
,"10166,94"
,"3411,33"
,"1620,88"
,"2064,45"
,"10373,3"
,"1620,88"
,"3411,33"
,"6223,98"
,"4012,67"
,"3440,75"
,"5685,55"
,"3440,75"
,"3411,33"
,"2701,46"
,"6223,98"
,"3440,75"
,"2064,45"
,"2064,45"
,"2701,46"
,"6223,98"
,"3411,33"
,"13623,39"
,"10373,3"
,"3411,33"
,"1620,88"
,"5685,55"
,"13623,39"
,"6223,98"
,"8174,03"
,"14490,08"
,"1512,82"
,"13623,39"
,"3411,33"
,"3411,33"
,"6223,98"
,"3440,75"
,"3411,33"
,"2701,46"
,"8174,03"
,"5685,55"
,"1620,88"
,"3440,75"
,"5685,55"
,"10373,3"
,"2701,46"
,"3411,33"
,"13623,39"
,"10373,3"
,"5685,55"
,"3440,75"
,"8174,03"
,"3411,33"
,"14440,78"
,"1620,88"
,"13623,39"
,"3411,33"
,"5685,55"
,"2701,46"
,"8174,03"
,"10373,3"
,"6223,98"
,"2064,45"
,"6223,98"
,"2701,46"
,"8174,03"
,"2064,45"
,"5685,55"
,"2064,45"
,"14490,08"
,"3440,75"
,"6223,98"
,"6223,98"
,"10166,94"
,"2064,45"
,"10373,3"
,"2701,46"
,"13623,39"
,"3440,75"
,"8174,03"
,"2064,45"
,"3440,75"
,"13623,39"
,"3061,65"
,"2701,46"
,"5685,55"
,"5685,55"
,"10373,3"
,"10373,3"
,"5685,55"
,"2064,45"
,"5685,55"
,"3440,75"
,"5685,55"
,"3411,33"
,"10373,3"
,"3440,75"
,"2701,46"
,"3440,75"
,"3440,75"
,"5685,55"
,"3440,75"
,"2701,46"
,"5685,55"
,"5685,55"
,"10373,3"
,"3411,33"
,"3411,33"
,"3440,75"
,"1620,88"
,"13623,39"
,"2701,46"
,"5685,55"
,"6284,16"
,"3440,75"
,"5685,55"
,"2701,46"
,"2064,45"
,"5685,55"
,"3440,75"
,"2701,46"
,"8174,03"
,"10166,94"
,"16944,9"
,"10373,3"
,"13623,39"
,"10166,94"
,"16944,9"
,"13623,39"
,"8174,03"
,"13623,39"
,"13623,39"
,"13623,39"
,"16944,9"
,"10373,3"
,"10373,3"
,"13623,39"
,"10166,94"
,"13623,39"
,"10373,3"
,"6223,98"
,"10166,94"
,"16944,9"
,"6223,98"
,"6223,98"
,"3440,75"
,"10373,3"
,"10373,3"
,"16944,9"
,"16944,9"
,"6935,62"
,"16944,9"
,"10373,3"
,"10373,3"
,"3440,75"
,"10373,3"
,"10373,3"
,"2701,46"
,"10373,3"
,"6223,98"
,"8174,03"
,"3440,75"
,"3440,75"
,"10373,3"
,"5685,55"
,"10373,3"
,"13623,39"
,"10373,3"
,"17046,97"
,"5685,55"
,"13623,39"
,"16944,9"
,"10373,3"
,"10373,3"
,"13623,39"
,"2701,46"
,"16944,9"
,"5685,55"
,"13623,39"
,"13623,39"
,"10373,3"
,"13623,39"
,"10373,3"
,"10373,3"
,"10373,3"
,"3440,75"
,"5685,55"
,"10373,3"
,"8174,03"
,"13623,39"
,"5685,55"
,"8174,03"
,"10373,3"
,"10373,3"
,"13623,39"
,"5685,55"
,"2701,46"
,"10373,3"
,"5685,55"
,"10373,3"
,"2701,46"
,"5685,55"
,"16944,9"
,"3440,75"
,"3440,75"
,"10373,3"
,"2701,46"
,"16944,9"
,"10373,3"
,"5685,55"
,"16944,9"
,"3440,75"
,"8174,03"
,"10166,94"
,"5685,55"
,"6223,98"
,"16944,9"
,"13623,39"
,"3440,75"
,"3440,75"
,"5685,55"
,"3411,33"
,"5685,55"
,"13623,39"
,"8174,03"
,"10373,3"
,"2701,46"
,"2701,46"
,"6223,98"
,"3411,33"
,"10373,3"
,"5685,55"
,"2701,46"
,"5685,55"
,"5685,55"
,"3411,33"
,"8174,03"
,"6223,98"
,"15161,46"
,"6223,98"
,"6284,16"
,"10373,3"
,"5685,55"
,"5685,55"
,"2701,46"
,"7053,84"
,"3440,75"
,"13139,51"
,"5496,03"
,"3440,75"
,"6443,62"
,"17256,29"
,"6443,62"
,"11756,4"
,"3326,06"
,"8990,19"
,"10027,52"
,"2179,14"
,"7261,31"
,"1710,92"
,"5685,55"
,"5685,55"
,"10373,3"
,"2701,46"
,"2064,45"
,"3411,33"
,"6223,98"
,"1620,88"
,"2340,34"
,"3440,75"
,"3411,33"
,"5685,55"
,"2064,45"
,"8174,03"
,"16944,9"
,"10373,3"
,"10373,3"
,"8174,03"
,"5685,55"
,"2701,46"
,"6223,98"
,"13623,39"
,"2064,45"
,"3440,75"
,"6223,98"
,"3440,75"
,"2701,46"
,"1620,88"
,"4161,37"
,"10166,94"
,"3440,75"
,"6016,51"
,"1620,88"
,"10373,3"
,"3440,75"
,"3440,75"
,"2701,46"
,"13623,39"
,"8174,03"
,"2701,46"
,"2064,45"
,"2701,46"
,"8174,03"
,"10166,94"
,"10166,94"
,"1620,88"
,"2064,45"
,"6223,98"
,"8174,03"
,"10373,3"
,"5685,55"
,"5685,55"
,"3440,75"
,"8174,03"
,"10373,3"
,"3440,75"
,"3411,33"
,"10995,69"
,"10373,3"
,"10373,3"
,"8174,03"
,"8174,03"
,"3411,33"
,"6223,98"
,"3411,33"
,"16944,9"
,"13623,39"
,"8174,03"
,"1620,88"
,"1620,88"
,"2064,45"
,"1620,88"
,"10166,94"
,"3411,33"
,"13623,39"
,"4046,36"
,"3411,33"
,"6223,98"
,"3411,33"
,"3411,33"
,"2809,52"
,"2701,46"
,"2701,46"
,"1620,88"
,"4039,36"
,"10373,3"
,"6223,98"
,"5685,55"
,"5685,55"
,"2701,46"
,"3440,75"
,"10373,3"
,"2701,46"
,"5685,55"
,"6223,98"
,"3440,75"
,"13623,39"
,"10373,3"
,"3411,33"
,"13623,39"
,"10166,94"
,"6223,98"
,"1620,88"
,"10373,3"
,"3411,33"
,"6223,98"
,"2701,46"
,"5685,55"
,"2701,46"
,"3440,75"
,"3411,33"
,"2701,46"
,"10373,3"
,"1620,88"
,"10373,3"
,"3440,75"
,"3411,33"
,"8174,03"
,"2064,45"
,"5685,55"
,"6935,62"
,"6935,62"
,"1620,88"
,"8174,03"
,"3440,75"
,"1620,88"
,"5685,55"
,"2064,45"
,"13623,39"
,"2064,45"
,"2701,46"
,"5685,55"
,"2306,62"
,"5685,55"
,"10373,3"
,"5685,55"
,"3440,75"
,"2701,46"
,"6223,98"
,"15646,54"
,"3440,75"
,"2064,45"
,"8174,03"
,"3440,75"
,"3440,75"
,"2064,45"
,"10166,94"
,"2701,46"
,"10166,94"
,"10373,3"
,"5685,55"
,"3440,75"
,"10373,3"
,"3411,33"
,"1620,88"
,"3440,75"
,"16944,9"
,"5685,55"
,"5685,55"
,"10373,3"
,"5685,55"
,"5685,55"
,"6223,98"
,"3440,75"
,"13623,39"
,"2064,45"
,"13623,39"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"3440,75"
,"3440,75"
,"6223,98"
,"10373,3"
,"2701,46"
,"2701,46"
,"10373,3"
,"5685,55"
,"13623,39"
,"2701,46"
,"2701,46"
,"2701,46"
,"13623,39"
,"5685,55"
,"13623,39"
,"5685,55"
,"5685,55"
,"2064,45"
,"5685,55"
,"13623,39"
,"3440,75"
,"13623,39"
,"5685,55"
,"16348,06"
,"1620,88"
,"1620,88"
,"2064,45"
,"1620,88"
,"3411,33"
,"3411,33"
,"2683,78"
,"3411,33"
,"2064,45"
,"2064,45"
,"3411,33"
,"2064,45"
,"2064,45"
,"3411,33"
,"2064,45"
,"2064,45"
,"2064,45"
,"3411,33"
,"8174,03"
,"2890,23"
,"6223,98"
,"6223,98"
,"2064,45"
,"8174,03"
,"1995,64"
,"10373,3"
,"1620,88"
,"1620,88"
,"6223,98"
,"1620,88"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"6223,98"
,"1620,88"
,"8174,03"
,"1620,88"
,"10166,94"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"2064,45"
,"3411,33"
,"2064,45"
,"6223,98"
,"1620,88"
,"3411,33"
,"6223,98"
,"1620,88"
,"8174,03"
,"2064,45"
,"2064,45"
,"8174,03"
,"3411,33"
,"1620,88"
,"1620,88"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"3411,33"
,"1620,88"
,"1620,88"
,"3411,33"
,"6223,98"
,"2064,45"
,"3411,33"
,"3411,33"
,"1620,88"
,"1620,88"
,"1620,88"
,"3411,33"
,"8174,03"
,"1620,88"
,"2064,45"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"3411,33"
,"6223,98"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"3411,33"
,"2064,45"
,"1620,88"
,"2064,45"
,"1620,88"
,"3411,33"
,"3411,33"
,"1620,88"
,"2064,45"
,"3411,33"
,"1620,88"
,"3411,33"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"3411,33"
,"3411,33"
,"1620,88"
,"1620,88"
,"6223,98"
,"8174,03"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"3411,33"
,"1858,01"
,"1620,88"
,"2064,45"
,"8174,03"
,"DOU Nº 59, DE 27/03/2019."
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1512,82"
,"3411,33"
,"1620,88"
,"1620,88"
,"6223,98"
,"1945,06"
,"3411,33"
,"1620,88"
,"2064,45"
,"3411,33"
,"8174,03"
,"2064,45"
,"8174,03"
,"3411,33"
,"3411,33"
,"1620,88"
,"1620,88"
,"3411,33"
,"1620,88"
,"3411,33"
,"1620,88"
,"3411,33"
,"3411,33"
,"2064,45"
,"1620,88"
,"1620,88"
,"2064,45"
,"2064,45"
,"6223,98"
,"3411,33"
,"6223,98"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"2339,71"
,"1620,88"
,"2064,45"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"1620,88"
,"1620,88"
,"2064,45"
,"1620,88"
,"1620,88"
,"3411,33"
,"3411,33"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"6223,98"
,"1620,88"
,"6223,98"
,"1620,88"
,"1620,88"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"1620,88"
,"2064,45"
,"1620,88"
,"6223,98"
,"1620,88"
,"1620,88"
,"3411,33"
,"3411,33"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"3411,33"
,"2064,45"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"2064,45"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"3411,33"
,"1620,88"
,"2064,45"
,"1620,88"
,"1620,88"
,"2064,45"
,"3411,33"
,"3411,33"
,"2064,45"
,"1620,88"
,"3411,33"
,"1620,88"
,"2064,45"
,"DOU Nº 59, DE 27/03/2019"
,"2064,45"
,"2064,45"
,"1620,88"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"DOU Nº 59, DE 27/03/2019."
,"1620,88"
,"1620,88"
,"6223,98"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"3411,33"
,"1620,88"
,"3411,33"
,"3411,33"
,"2064,45"
,"2064,45"
,"1620,88"
,"1620,88"
,"2064,45"
,"6223,98"
,"2064,45"
,"3411,33"
,"1620,88"
,"6223,98"
,"2701,46"
,"1620,88"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"1620,88"
,"1080,58"
,"1620,88"
,"1620,88"
,"1620,88"
,"1620,88"
,"3440,75"
,"2701,46"
,"3440,75"
,"1620,88"
,"1620,88"
,"1620,88"
,"3440,75"
,"3440,75"
,"1620,88"
,"3440,75"
,"3440,75"
,"2701,46"
,"2701,46"
,"3440,75"
,"2701,46"
,"10373,3"
,"2701,46"
,"10373,3"
,"2701,46"
,"3440,75"
,"5685,55"
,"2701,46"
,"10373,3"
,"2701,46"
,"2701,46"
,"3440,75"
,"10373,3"
,"2701,46"
,"2701,46"
,"10373,3"
,"3440,75"
,"3440,75"
,"5685,55"
,"2701,46"
,"5685,55"
,"2701,46"
,"2701,46"
,"2701,46"
,"3440,75"
,"3440,75"
,"3440,75"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"10373,3"
,"3440,75"
,"3440,75"
,"3440,75"
,"5685,55"
,"10373,3"
,"3440,75"
,"2701,46"
,"6223,98"
,"3440,75"
,"2701,46"
,"10373,3"
,"3440,75"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"3440,75"
,"2701,46"
,"3440,75"
,"12754,99"
,"2701,46"
,"2701,46"
,"2701,46"
,"3440,75"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"3440,75"
,"10373,3"
,"5685,55"
,"16944,9"
,"3440,75"
,"10373,3"
,"10373,3"
,"5685,55"
,"3440,75"
,"5685,55"
,"3440,75"
,"3440,75"
,"3411,33"
,"2701,46"
,"3411,33"
,"2701,46"
,"2064,45"
,"3440,75"
,"6223,98"
,"3411,33"
,"1620,88"
,"2701,46"
,"3440,75"
,"2064,45"
,"3411,33"
,"3411,33"
,"2701,46"
,"10373,3"
,"3411,33"
,"2701,46"
,"2064,45"
,"3411,33"
,"2064,45"
,"3440,75"
,"3440,75"
,"2064,45"
,"1620,88"
,"1620,88"
,"1620,88"
,"2064,45"
,"8174,03"
,"5685,55"
,"2701,46"
,"3440,75"
,"3440,75"
,"2701,46"
,"3440,75"
,"2701,46"
,"2064,45"
,"3411,33"
,"1620,88"
,"2701,46"
,"3411,33"
,"2701,46"
,"5685,55"
,"2701,46"
,"5685,55"
,"13623,39"
,"13623,39"
,"5685,55"
,"13623,39"
,"5685,55"
,"3440,75"
,"16944,9"
,"6223,98"
,"3411,33"
,"6223,98"
,"2064,45"
,"3411,33"
,"3411,33"
,"5685,55"
,"6223,98"
,"10373,3"
,"13623,39"
,"2064,45"
,"5685,55"
,"3440,75"
,"3440,75"
,"3440,75"
,"3411,33"
,"3411,33"
,"5685,55"
,"3411,33"
,"5685,55"
,"5685,55"
,"2064,45"
,"5685,55"
,"5685,55"
,"5685,55"
,"5685,55"
,"10373,3"
,"10373,3"
,"2523,22"
,"4169,4"
,"4169,4"
,"2701,46"
,"10373,3"
,"6223,98"
,"3411,33"
,"2064,45"
,"1620,88"
,"2064,45"
,"2064,45"
,"3411,33"
,"6223,98"
,"3411,33"
,"2064,45"
,"2064,45"
,"1620,88"
,"8174,03"
,"2064,45"
,"1620,88"
,0
,"3440,75"
,"6223,98"
,"2064,45"
,"8174,03"
,"1620,88"
,"4014,21"
,"5685,55"
,"3440,75"
,"5685,55"
,"2701,46"
,0
,"6223,98"
,"3440,75"
,"5685,55"
,"2064,45"
,"3440,75"
,"3411,33"
,"5685,55"
,"6223,98"
,"2701,46"
,"2064,45"
,"2064,45"
,"6223,98"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2701,46"
,"5685,55"
,"3440,75"
,"3411,33"
,"2064,45"
,"3440,75"
,"3440,75"
,"5685,55"
,"3440,75"
,"2064,45"
,"2064,45"
,"2064,45"
,"5685,55"
,"2064,45"
,"2064,45"
,"3411,33"
,"3440,75"
,"2064,45"
,"2064,45"
,"5685,55"
,"3440,75"
,"3440,75"
,"5685,55"
,"3411,33"
,"3440,75"
,"5685,55"
,"5685,55"
,"2064,45"
,"3411,33"
,"458,77"
,"5685,55"
,"3440,75"
,"5685,55"
,"3440,75"
,"3440,75"
,"3411,33"
,"3440,75"
,"3440,75"
,0
,"2701,46"
,"5685,55"
,"3440,75"
,0
,"5685,55"
,"10373,3"
,"13623,39"
,"3440,75"
,"10373,3"
,"5685,55"
,"5685,55"
,"2701,46"
,"3440,75"
,"5685,55"
,"3411,33"
,"5685,55"
,"3440,75"
,"2701,46"
,"6223,98"
,"10373,3"
,"2064,45"
,"10373,3"
,"3411,33"
,"3440,75"
,"2701,46"
,"3440,75"
,"10373,3"
,"2701,46"
,"3440,75"
,"5685,55"
,"10373,3"
,"3411,33"
,"2701,46"
,"5685,55"
,"5685,55"
,"3440,75"
,"3440,75"
,"5685,55"
,"5685,55"
,"2701,46"
,"5685,55"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"3440,75"
,"3440,75"
,"5685,55"
,"2701,46"
,"10373,3"
,"2701,46"
,"2701,46"
,"2701,46"
,"2215,21"
,"5685,55"
,"10373,3"
,"13623,39"
,"5685,55"
,"3411,33"
,"10373,3"
,"16944,9"
,"3440,75"
,"13623,39"
,"3411,33"
,"5685,55"
,"2701,46"
,"10373,3"
,"5685,55"
,"10166,94"
,"6223,98"
,"6223,98"
,"3411,33"
,"3440,75"
,"1620,88"
,"2064,45"
,"10373,3"
,"2064,45"
,"3411,33"
,"1620,88"
,"13623,39"
,"3440,75"
,"5685,55"
,"5685,55"
,"10373,3"
,"11443,64"
,"3411,33"
,"6223,98"
,"13623,39"
,"6223,98"
,"6223,98"
,"6822,66"
,"8174,03"
,"6223,98"
,"6223,98"
,"3411,33"
,"6223,98"
,"3411,33"
,"3411,33"
,"6223,98"
,"6223,98"
,"6223,98"
,"3411,33"
,"3297,62"
,"6223,98"
,"6223,98"
,"5685,55"
,"6223,98"
,"10373,3"
,"5685,55"
,"13623,39"
,"13623,39"
,"5685,55"
,"3411,33"
,"3411,33"
,"6223,98"
,"10373,3"
,"10373,3"
,"6223,98"
,"5685,55"
,"3411,33"
,"10373,3"
,"6223,98"
,"10373,3"
,"16944,9"
,"10373,3"
,"6223,98"
,"10373,3"
,"10373,3"
,"3411,33"
,"6223,98"
,"6223,98"
,"10166,94"
,"5685,55"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"3411,33"
,"6223,98"
,"3411,33"
,"8174,03"
,"6223,98"
,"6223,98"
,"8174,03"
,"6223,98"
,"10166,94"
,"6223,98"
,"3411,33"
,"3411,33"
,"3411,33"
,"3411,33"
,"3411,33"
,"10373,3"
,"5685,55"
,"6223,98"
,"5685,55"
,"3183,91"
,"3411,33"
,"3411,33"
,"6223,98"
,"8174,03"
,"3411,33"
,"6223,98"
,"6223,98"
,"6223,98"
,"3411,33"
,"3070,2"
,"3411,33"
,"8174,03"
,"8174,03"
,"6223,98"
,"13623,39"
,"3411,33"
,"3411,33"
,"3411,33"
,"3411,33"
,"10373,3"
,"3411,33"
,"3411,33"
,"6223,98"
,"8174,03"
,"10373,3"
,"6692,75"
,"3411,33"
,"10373,3"
,"6223,98"
,"6223,98"
,"3411,33"
,"6476,71"
,"8174,03"
,"6223,98"
,"3411,33"
,"6223,98"
,"6223,98"
,"10373,3"
,"3411,33"
,"10373,3"
,"5685,55"
,"10373,3"
,"10373,3"
,"6223,98"
,"6223,98"
,"3411,33"
,"3411,33"
,"6223,98"
,"3411,33"
,"6223,98"
,"3411,33"
,"3411,33"
,"3411,33"
,"3411,33"
,"3411,33"
,"3411,33"
,"10373,3"
,"3411,33"
,"13623,39"
,"3411,33"
,"5685,55"
,"3411,33"
,"3411,33"
,"6223,98"
,"3411,33"
,"10373,3"
,"13623,39"
,"3411,33"
,"6223,98"
,"8174,03"
,"3411,33"
,"6223,98"
,"3411,33"
,"3411,33"
,"3411,33"
,"10373,3"
,"10373,3"
,"6223,98"
,"10373,3"
,"9435,54"
,"10373,3"
,"3411,33"
,"10373,3"
,"5685,55"
,"6223,98"
,"5685,55"
,"10373,3"
,"5685,55"
,"10373,3"
,"3411,33"
,"10373,3"
,"6223,98"
,"10166,94"
,"10373,3"
,"10373,3"
,"13623,39"
,"8174,03"
,"6223,98"
,"7607,09"
,"6223,98"
,"6223,98"
,"10373,3"
,"3411,33"
,"6223,98"
,"3411,33"
,"8174,03"
,"8174,03"
,"3411,33"
,"8174,03"
,"3411,33"
,"3411,33"
,"3411,33"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"6223,98"
,"5685,55"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"6223,98"
,"8174,03"
,"13623,39"
,"13623,39"
,"13623,39"
,"8174,03"
,"13623,39"
,"10373,3"
,"10373,3"
,"8174,03"
,"3411,33"
,"10373,3"
,"6223,98"
,"10373,3"
,"6223,98"
,"10373,3"
,"16944,9"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"13623,39"
,"10373,3"
,"10373,3"
,"13623,39"
,"10373,3"
,"10373,3"
,"13623,39"
,"5685,55"
,"10373,3"
,"13623,39"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"5685,55"
,"6633,1"
,"5685,55"
,"9335,97"
,"6223,98"
,"8174,03"
,"10373,3"
,"13623,39"
,"13623,39"
,"6223,98"
,"10373,3"
,"10166,94"
,"10373,3"
,"6223,98"
,"6223,98"
,"6223,98"
,"10373,3"
,"10373,3"
,"3411,33"
,"6223,98"
,"6223,98"
,"5685,55"
,"3411,33"
,"6223,98"
,"5685,55"
,"13623,39"
,"10373,3"
,"5685,55"
,"3411,33"
,"6223,98"
,"10373,3"
,"6223,98"
,"9681,75"
,"5685,55"
,"8174,03"
,"10373,3"
,"10373,3"
,"3411,33"
,"13623,39"
,"5685,55"
,"2064,45"
,"3411,33"
,"2064,45"
,"3411,33"
,"3411,33"
,"6223,98"
,"2064,45"
,"6223,98"
,"3411,33"
,"3411,33"
,"8174,03"
,"5186,65"
,"2064,45"
,"2064,45"
,"13623,39"
,"10373,3"
,"3411,33"
,"2064,45"
,"10373,3"
,"5685,55"
,"18074,56"
,"13623,39"
,"2064,45"
,"1620,88"
,"2064,45"
,"3411,33"
,"6223,98"
,"3411,33"
,"6223,98"
,"2064,45"
,"6223,98"
,"6223,98"
,"1620,88"
,"2064,45"
,"2064,45"
,"5685,55"
,"8174,03"
,"3411,33"
,"6223,98"
,"3411,33"
,"6223,98"
,"6223,98"
,"3440,75"
,"3411,33"
,"2064,45"
,"6223,98"
,"2064,45"
,"6223,98"
,"3411,33"
,"6223,98"
,"3411,33"
,"6223,98"
,"6223,98"
,"3411,33"
,"3411,33"
,"6223,98"
,"3411,33"
,"1620,88"
,"6223,98"
,"2064,45"
,"3411,33"
,"2064,45"
,"3411,33"
,"3411,33"
,"2064,45"
,"6223,98"
,"1620,88"
,"2064,45"
,"6223,98"
,"5685,55"
,"10373,3"
,"5685,55"
,"13623,39"
,"10373,3"
,"5875,07"
,"5685,55"
,"5685,55"
,"1981,07"
,"6223,98"
,"6223,98"
,"6223,98"
,"8174,03"
,"8174,03"
,"2064,45"
,"6223,98"
,"12261,05"
,"10166,94"
,"8298,64"
,"8174,03"
,"6223,98"
,"6223,98"
,"6223,98"
,"6223,98"
,"10373,3"
,"6223,98"
,"2214,2"
,"2064,45"
,"6223,98"
,"2064,45"
,"6223,98"
,"6223,98"
,"1620,88"
,"2064,45"
,"8506,1"
,"10373,3"
,"6223,98"
,"5685,55"
,"1620,88"
,"5685,55"
,"3411,33"
,"3440,75"
,"2501,64"
,"2064,45"
,"3411,33"
,"2064,45"
,"6223,98"
,"3411,33"
,"1620,88"
,"3411,33"
,"2064,45"
,"3411,33"
,"1620,88"
,"2701,46"
,"10373,3"
,"1620,88"
,"13623,39"
,"2701,46"
,"3440,75"
,"5685,55"
,"3411,33"
,"2701,46"
,"5685,55"
,"3411,33"
,"2064,45"
,"6223,98"
,"2701,46"
,"2701,46"
,"2064,45"
,"2701,46"
,"2701,46"
,"2064,45"
,"3411,33"
,"3411,33"
,"1620,88"
,"3411,33"
,"1620,88"
,"2064,45"
,"13623,39"
,"8628,15"
,"3440,75"
,"5685,55"
,"10373,3"
,"5685,55"
,"2701,46"
,"3440,75"
,"2701,46"
,0
,"3440,75"
,"16944,9"
,"10373,3"
,"10373,3"
,"10373,3"
,"13623,39"
,"5685,55"
,"10373,3"
,"2611,41"
,"3326,06"
,"3211,37"
,"4927,48"
,"3326,06"
,"3600,85"
,"3600,85"
,"3411,33"
,"10373,3"
,"5685,55"
,"5685,55"
,"3440,75"
,"6223,98"
,"8174,03"
,"6223,98"
,"6223,98"
,"8174,03"
,"8174,03"
,"6223,98"
,"6223,98"
,"8174,03"
,"4093,6"
,"6223,98"
,"6223,98"
,"8174,03"
,"3411,33"
,"10166,94"
,"3411,33"
,"3411,33"
,"6223,98"
,"6223,98"
,"6223,98"
,"6223,98"
,"6223,98"
,"6223,98"
,"6223,98"
,"6223,98"
,"6223,98"
,"6223,98"
,"3411,33"
,"6223,98"
,"6223,98"
,"2064,45"
,"2064,45"
,"3411,33"
,"6223,98"
,"3411,33"
,"13623,39"
,"5685,55"
,"3411,33"
,"6223,98"
,DOU 162
,"1620,88"
,"8338,8"
,"5685,55"
,"2701,46"
,"10373,3"
,"1620,88"
,"3411,33"
,"3411,33"
,"1620,88"
,"3411,33"
,"1620,88"
,"2064,45"
,"2064,45"
,"3411,33"
,"3411,33"
,"3411,33"
,"1620,88"
,"2064,45"
,"1620,88"
,"2064,45"
,"3411,33"
,"1620,88"
,"2701,46"
,"1620,88"
,"5685,55"
,"2701,46"
,"2701,46"
,"8091,17"
,"2701,46"
,"2064,45"
,"2701,46"
,"3440,75"
,"10373,3"
,"2701,46"
,"5685,55"
,"3440,75"
,"2701,46"
,"2701,46"
,"5685,55"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"6223,98"
,"6223,98"
,"3411,33"
,"2064,45"
,"2701,46"
,"2701,46"
,"2701,46"
,"2701,46"
,"3411,33"
,"2701,46"
,"2701,46"
,"5685,55"
,"10373,3"
,"10166,94"
,"1620,88"
,"2701,46"
,"2701,46"
,"2701,46"
,"3440,75"
,"2701,46"
,"1620,88"
